index,actual_name,mapping_address,lat,lng,email,medical_director,contact,current_distance,gmaps_url
90,DR. ANDRES LUCIANO JR. MEMORIAL HOSPITAL,"DR. ANDRES LUCIANO JR. MEMORIAL HOSPITAL, CENTRAL LUZON, PAMPANGA",15.213423,120.658917,balitucandistrict@ yahoo.com,Dr. Mrirriam Sun- Arenas,"(045) 866-
0400/(045) 866-
2886",Click the compass to find out!,https://www.google.com/maps/dir/?api=90
91,DR. EMIGDIO C. CRUZ SR. MEMORIAL HOSPITAL,"DR. EMIGDIO C. CRUZ SR. MEMORIAL HOSPITAL, CENTRAL LUZON, PAMPANGA",15.1641247,120.7779365,eccsmh@gmail.co m,Dr. Alice T. Buan,(045) 885-0737,Click the compass to find out!,https://www.google.com/maps/dir/?api=91
92,ESCOLASTICA ROMERO DISTRICT HOSPITAL,"ESCOLASTICA ROMERO DISTRICT HOSPITAL, CENTRAL LUZON, PAMPANGA",14.9382594,120.598674,escolasticaromer o_hospital@yaho o.com,Dr. Zenon V. Ponce,"(045) 971-6329/
971-6395",Click the compass to find out!,https://www.google.com/maps/dir/?api=92
93,JOSE SONGCO LAPID DISTRICT HOSPITAL,"JOSE SONGCO LAPID DISTRICT HOSPITAL, CENTRAL LUZON, PAMPANGA",15.0643034,120.5486005,pdhphic@yahoo.c om,Dr. Larry M. Fernado,(045) 436- 0832/329-2929,Click the compass to find out!,https://www.google.com/maps/dir/?api=93
94,MABALACAT DISTRICT HOSPITAL,"MABALACAT DISTRICT HOSPITAL, CENTRAL LUZON, PAMPANGA",15.1925409,120.5802278,mdh_mabalacat@ yahoo.com.ph,Dr. Danilo Naguit,(045) 331-2801,Click the compass to find out!,https://www.google.com/maps/dir/?api=94
95,MEXICO COMMUNITY HOSPITAL,"MEXICO COMMUNITY HOSPITAL, CENTRAL LUZON, PAMPANGA",15.0735575,120.7193676,hilariojamesjrc@y ahoo.com,Dr. Hilario James M. Cunanan,"(045) 966- 3689/0749/3719/8
75-0020",Click the compass to find out!,https://www.google.com/maps/dir/?api=95
96,ROMANA PANGAN DISTRICT HOSPITAL,"ROMANA PANGAN DISTRICT HOSPITAL, CENTRAL LUZON, PAMPANGA",14.9901133,120.5115368,romanapangan_di strict@yahoo.com,Dr. Merlyn Bacquiran,(045) 970-0488/,Click the compass to find out!,https://www.google.com/maps/dir/?api=96
97,R.P. RODRIGUEZ MEMORIAL HOSPITAL,"R.P. RODRIGUEZ MEMORIAL HOSPITAL, CENTRAL LUZON, PAMPANGA",15.079409,120.6199895,ricardo_p_rodrigu ez_mem_hosp43 @yahoo.com,Dr. Antonio B. Ong,(045) 861-2336,Click the compass to find out!,https://www.google.com/maps/dir/?api=97
98,R.P. RODRIGUEZ MEM. HOSPITAL (ANNEX SPECIALTY HOSPITAL),"R.P. RODRIGUEZ MEM. HOSPITAL (ANNEX SPECIALTY HOSPITAL), CENTRAL LUZON, PAMPANGA",15.079409,120.6199895,rprmh.annex@yah oo.com,Dr. Jingle M. Maray,xxx,Click the compass to find out!,https://www.google.com/maps/dir/?api=98
99,SAN LUIS DISTRICT HOSPITAL,"SAN LUIS DISTRICT HOSPITAL, CENTRAL LUZON, PAMPANGA",15.0526204,120.7808107,sldhosp@yahoo.c om,Dr. Rommel Tolentino,9195101444,Click the compass to find out!,https://www.google.com/maps/dir/?api=99
100,RAFAEL LAZATIN MEMORIAL MEDICAL CENTER,"RAFAEL LAZATIN MEMORIAL MEDICAL CENTER, CENTRAL LUZON, PAMPANGA, Angeles City",15.1460099,120.5806849,ona_rlmmc@yaho o.com,Dr. Froilan Canlas,(045) 322- 4495/322-1222,Click the compass to find out!,https://www.google.com/maps/dir/?api=100
101,JOSE B. LINGAD MEMORIAL GENERAL HOSPITAL,"JOSE B. LINGAD MEMORIAL GENERAL HOSPITAL, CENTRAL LUZON, PAMPANGA, San Fernando City, Pampanga",15.0389739,120.6808826,jblmgh_2012@yah oo.com.ph,Dr. Monserrat S. Chichioco,"045-
9613544/9613437",Click the compass to find out!,https://www.google.com/maps/dir/?api=101
102,CAMP AQUINO STATION HOSPITAL,"CAMP AQUINO STATION HOSPITAL, CENTRAL LUZON, TARLAC",15.4342489,120.5987704,cashnolcom@yah oo.com,LTC Manuel Fidel M Magtira,"(045) 985-
0028/loc.3105",Click the compass to find out!,https://www.google.com/maps/dir/?api=102
103,CONCEPCION DISTRICT HOSPITAL,"CONCEPCION DISTRICT HOSPITAL, CENTRAL LUZON, TARLAC",15.329836,120.646791,CDHtarlac.city@g mail.com,Dr. Theresa M. Sablan,(045) 923- 0852/923-0642,Click the compass to find out!,https://www.google.com/maps/dir/?api=103
104,GILBERTO O. TEODORO MEMORIAL HOSPITAL,"GILBERTO O. TEODORO MEMORIAL HOSPITAL, CENTRAL LUZON, TARLAC",15.6457103,120.4124101,teodoro.gilberto@ yahoo.com,Dr. Edgardo G. Lopez,(045) 934- 0310/934-0330,Click the compass to find out!,https://www.google.com/maps/dir/?api=104
105,LA PAZ MEDICARE  AND COMMUNITY HOSPITAL,"LA PAZ MEDICARE  AND COMMUNITY HOSPITAL, CENTRAL LUZON, TARLAC",15.4754786,120.5963492,lpmch73@yahoo. com,Dr. Alvin S. Villanueva,045-611-0679,Click the compass to find out!,https://www.google.com/maps/dir/?api=105
106,PANIQUI GENERAL HOSPITAL,"PANIQUI GENERAL HOSPITAL, CENTRAL LUZON, TARLAC",15.653536,120.5856478,ltmgeneralhospita l@gmail.com,"Edgardo C. De Villa, MD",045-931-6088,Click the compass to find out!,https://www.google.com/maps/dir/?api=106
107,OSPITAL NING CAPAS,"OSPITAL NING CAPAS, CENTRAL LUZON, TARLAC",15.3457485,120.5923067,flr.md_021982@ya hoo.com.ph,"Franchette L. Reyes, MD, MHA","(045) 925- 0154/925-
0408/491-1361",Click the compass to find out!,https://www.google.com/maps/dir/?api=107
108,TARLAC PROVINCIAL HOSPITAL,"TARLAC PROVINCIAL HOSPITAL, CENTRAL LUZON, TARLAC, Tarlac City",15.4750177,120.5865725,"tarlacprovincialho spital@yahoo.co m/TARLACPROVI NCIALHOSPITAL
@yahoo.com",Dr. Gary E. Role,045-9821306,Click the compass to find out!,https://www.google.com/maps/dir/?api=108
109,CANDELARIA DISTRICT HOSPITAL,"CANDELARIA DISTRICT HOSPITAL, CENTRAL LUZON, ZAMBALES",15.6062021,119.9391801,cdhcandezambs@ yahoo.com,Dr. Eduardo D. Passi,9473045204,Click the compass to find out!,https://www.google.com/maps/dir/?api=109
110,PRESIDENT RAMON MAGSAYSAY MEMORIAL HOSPITAL,"PRESIDENT RAMON MAGSAYSAY MEMORIAL HOSPITAL, CENTRAL LUZON, ZAMBALES",15.3163109,119.9914108,pho.zambalaes@y ahoo.com,"Dr. Noel C. Bueno, Provincial Health Officer II",xxx,Click the compass to find out!,https://www.google.com/maps/dir/?api=110
111,SAN MARCELINO DISTRICT HOSPITAL,"SAN MARCELINO DISTRICT HOSPITAL, CENTRAL LUZON, ZAMBALES, Olongapo City",14.9596538,120.1682216,smdh_smz@yaho o.com,Dr. Dante Jose D. Mercado,(047) 602-2301,Click the compass to find out!,https://www.google.com/maps/dir/?api=111
112,JAMES L. GORDON MEMORIAL HOSPITAL,"JAMES L. GORDON MEMORIAL HOSPITAL, CENTRAL LUZON, ZAMBALES, Olongapo City",14.8267698,120.280075,jlgordonmemorial hospital@gmail.c om,Dr. Jesse Jewel E. Manuel,"047-6021228 to
1230/0915499636
9/09090570395",Click the compass to find out!,https://www.google.com/maps/dir/?api=112
113,SOUTHERN TAGALOG REGIONAL HOSPITAL,"SOUTHERN TAGALOG REGIONAL HOSPITAL, CALABARZON, CAVITE",14.4414108,120.9472827,bdh_62@yahoo.c om,Dr. Ruby Ephraim M. Rubiano,(046) 431-0469,Click the compass to find out!,https://www.google.com/maps/dir/?api=113
114,KAWIT KALAYAAN HOSPITAL,"KAWIT KALAYAAN HOSPITAL, CALABARZON, CAVITE",14.4168383,120.8986264,kawitkalayaan@ya hoo.com,Dr. Lamberto J. Caingan,(046) 686-0124,Click the compass to find out!,https://www.google.com/maps/dir/?api=114
115,CAVITE NAVAL HOSPITAL,"CAVITE NAVAL HOSPITAL, CALABARZON, CAVITE, Cavite City",14.4830296,120.9144959,cavitenavalhospit al@yahoo.com,Ltcol. Ma. Jessica M. Vallaca,(046) 431-0469,Click the compass to find out!,https://www.google.com/maps/dir/?api=115
116,PAGAMUTAN NG DASMARIÑAS,"PAGAMUTAN NG DASMARIÑAS, CALABARZON, CAVITE, Dasmariñas City",14.3230026,120.961666,pagamutanngdas ma@gmail.com,Dr. Ma. Luisa Campos- Cagingin,4814400 loc. 703,Click the compass to find out!,https://www.google.com/maps/dir/?api=116
117,OSPITAL NG IMUS,"OSPITAL NG IMUS, CALABARZON, CAVITE, Imus City",14.3934029,120.9197512,oni_cavite.ph@g mail.com,Dr. Edgardo R. Figueroa,046-4198300,Click the compass to find out!,https://www.google.com/maps/dir/?api=117
118,GENERAL EMILIO AGUINALDO MEMORIAL HOSPITAL,"GENERAL EMILIO AGUINALDO MEMORIAL HOSPITAL, CALABARZON, CAVITE, Trece Martires City",14.2759968,120.8697399,"pho1_geamh@ya hoo.com/ kpfh_2002@yahoo
.com","Dr, Romulo U. Sua","046-
4190063/4191465",Click the compass to find out!,https://www.google.com/maps/dir/?api=118
119,LAGUNA PROVINCIAL HOSPITAL- GENERAL CAILLES MEMORIAL DISTRICT HOSPITAL,"LAGUNA PROVINCIAL HOSPITAL- GENERAL CAILLES MEMORIAL DISTRICT HOSPITAL, CALABARZON, LAGUNA",14.3854371,121.4781991,caillesjuan@yaho o.com.ph,Dr. Rudolfo C. Villarin,"(049) 557-0213 to
15",Click the compass to find out!,https://www.google.com/maps/dir/?api=119
120,LAGUNA PROVINCIAL HOSPITAL - LUISIANA DISTRICT HOSPITAL,"LAGUNA PROVINCIAL HOSPITAL - LUISIANA DISTRICT HOSPITAL, CALABARZON, LAGUNA",14.1853076,121.5091109,ldhlaguna@ymail. com,Dr. Ignacia M. Flores,(049) 503-6250,Click the compass to find out!,https://www.google.com/maps/dir/?api=120
121,LAGUNA PROVINCIAL HOSPITAL MAJAYJAY MEDICARE HOSPITAL,"LAGUNA PROVINCIAL HOSPITAL MAJAYJAY MEDICARE HOSPITAL, CALABARZON, LAGUNA",14.1462998,121.4708638,majayjaydistrictho spital@gmail.com,Dr. Ma. Theresa V. Lapitan,(049) 539-2991,Click the compass to find out!,https://www.google.com/maps/dir/?api=121
122,LAGUNA PROVINCIAL  HOSPITAL- NAGCARLAN DISTRICT HOSPITAL,"LAGUNA PROVINCIAL  HOSPITAL- NAGCARLAN DISTRICT HOSPITAL, CALABARZON, LAGUNA",14.1339808,121.4163166,None,Dr. Mona Lisa F. Cosme,(049) 563-1014,Click the compass to find out!,https://www.google.com/maps/dir/?api=122
123,OSPITAL NG BIÑAN,"OSPITAL NG BIÑAN, CALABARZON, LAGUNA",14.3369274,121.0741116,ospitalngbinan31 5@yahoo.com.ph,Dr. Melbril A. Alonte,(049) 511-4622,Click the compass to find out!,https://www.google.com/maps/dir/?api=123
124,LAGUNA PROVINCIAL HOSPITAL - BAY DISTRICT HOSPITAL,"LAGUNA PROVINCIAL HOSPITAL - BAY DISTRICT HOSPITAL, CALABARZON, LAGUNA",14.1734479,121.1942095,pplbay@yahoo.,Dr. Ferdinand Galvez,(049) 536-8357,Click the compass to find out!,https://www.google.com/maps/dir/?api=124
125,LAGUNA MEDICAL CENTER,"LAGUNA MEDICAL CENTER, CALABARZON, LAGUNA",14.2751154,121.4190146,laguna.provincial. hospital@gmail.c om,Dr. Judy Rondilla,"049-5433333 loc.
308",Click the compass to find out!,https://www.google.com/maps/dir/?api=125
126,SAN PEDRO JOSE L. AMANTE EMERGENCY HOSPITAL,"SAN PEDRO JOSE L. AMANTE EMERGENCY HOSPITAL, CALABARZON, LAGUNA",14.3674017,121.0587305,jlaeb2001@gmail. com,Dr. Robert Olivarez,(02) 478-5209,Click the compass to find out!,https://www.google.com/maps/dir/?api=126
127,UNIVERSITY HEALTH SERVICE,"UNIVERSITY HEALTH SERVICE, CALABARZON, LAGUNA",14.1760291,121.1907917,mpreano_21@yah oo.com,Dr. Imelda F. Walde,"(049) 536-2470
local 102",Click the compass to find out!,https://www.google.com/maps/dir/?api=127
128,DR. JOSE P. RIZAL MEMORIAL DISTRICT HOSPITAL,"DR. JOSE P. RIZAL MEMORIAL DISTRICT HOSPITAL, CALABARZON, LAGUNA, Calamba City",14.203425,121.1551094,"drjprizaag@yahoo
.com",Dr. Ma. Eloisa D. Inano,"502-1755/ 545-
0082",Click the compass to find out!,https://www.google.com/maps/dir/?api=128
129,OSPITAL NG CABUYAO,"OSPITAL NG CABUYAO, CALABARZON, LAGUNA, City of Cabuyao",14.2755453,121.1262332,ospitalngcabuyao onc@yahoo.com. ph,Dr.Gregorio Fabros,(049) 531-1193,Click the compass to find out!,https://www.google.com/maps/dir/?api=129
130,CABUYAO CITY HOSPITAL   (NEW),"CABUYAO CITY HOSPITAL   (NEW), CALABARZON, LAGUNA, City of Cabuyao",14.2471423,121.1366715,cabuyaocityhospit al@yahoo.com,Dr. Gregorio Fabros,xxx,Click the compass to find out!,https://www.google.com/maps/dir/?api=130
131,SANTA ROSA COMMUNITY HOSPITAL,"SANTA ROSA COMMUNITY HOSPITAL, CALABARZON, LAGUNA, Sta Rosa City",14.3184966,121.1106374,srch1995@yahoo. com,Dr. Parnel C. Pataksil,(049) 534-1801,Click the compass to find out!,https://www.google.com/maps/dir/?api=131
132,SAN PABLO CITY GENERAL HOSPITAL,"SAN PABLO CITY GENERAL HOSPITAL, CALABARZON, LAGUNA, San Pablo City",14.0627765,121.3437554,spch2000@gmail. com,Dr. James T. Lee Ho,(049) 503-1351,Click the compass to find out!,https://www.google.com/maps/dir/?api=132
133,LAGUNA PROVINCIAL HOSPITAL- SAN PABLO CITY DISTRICT HOSPITAL,"LAGUNA PROVINCIAL HOSPITAL- SAN PABLO CITY DISTRICT HOSPITAL, CALABARZON, LAGUNA, San Pablo City",14.0728641,121.3287454,pplspc@yahoo.co m,Dr. Edgar M. Palacol,049-5211677,Click the compass to find out!,https://www.google.com/maps/dir/?api=133
134,BAGONG CAINTA MUNICIPAL HOSPITAL,"BAGONG CAINTA MUNICIPAL HOSPITAL, CALABARZON, RIZAL",14.5764147,121.1163503,joy- sierra2001@yaho o.com,Dr. Antonio Jayson L. Sierra,477-5464,Click the compass to find out!,https://www.google.com/maps/dir/?api=134
135,CASIMIRO A. YNARES SR. MEMORIAL HOSPITAL,"CASIMIRO A. YNARES SR. MEMORIAL HOSPITAL, CALABARZON, RIZAL",14.7143152,121.1346037,rphscaysmh2013 @gmail.com,Dr. Ronnie N. Noo,570-8360,Click the compass to find out!,https://www.google.com/maps/dir/?api=135
136,RIZAL PROV'L HOSP.SYSTEM- ANGONO ANNEX,"RIZAL PROV'L HOSP.SYSTEM- ANGONO ANNEX, CALABARZON, RIZAL",14.5386796,121.1595008,None,Dr. Mylanie C. Jacinto,651-2253,Click the compass to find out!,https://www.google.com/maps/dir/?api=136
137,RIZAL PROVINCIAL HOSPITAL SYSTEM - BINANGONAN ANNEX,"RIZAL PROVINCIAL HOSPITAL SYSTEM - BINANGONAN ANNEX, CALABARZON, RIZAL",14.5266671,121.1521308,rphsbinangonan @gmail.com,Dr. Angel Q. Daquigan,620-2400,Click the compass to find out!,https://www.google.com/maps/dir/?api=137
138,RIZAL PROVINCIAL HOSPITAL SYTEM-MORONG MAIN,"RIZAL PROVINCIAL HOSPITAL SYTEM-MORONG MAIN, CALABARZON, RIZAL",14.5165896,121.239384,rph@yahoo.com,"JAIME J. AMAGSILA, MD",653-1053,Click the compass to find out!,https://www.google.com/maps/dir/?api=138
139,ANTIPOLO CITY HOSPITAL SYSTEM - CABADING,"ANTIPOLO CITY HOSPITAL SYSTEM - CABADING, CALABARZON, RIZAL, Antipolo City",14.620564,121.1278346,"achs3_lab@yahoo
.com",Dr. Rizza Jane R. Vinluan,475-1876,Click the compass to find out!,https://www.google.com/maps/dir/?api=139
140,ANTIPOLO CITY HOSPITAL SYSTEM IV - MAMBUGAN,"ANTIPOLO CITY HOSPITAL SYSTEM IV - MAMBUGAN, CALABARZON, RIZAL, Antipolo City",14.620564,121.1278346,achsmambugan@ yahoo.com,Dr. Virgilio Zafra,2403314,Click the compass to find out!,https://www.google.com/maps/dir/?api=140
141,RIZAL PROVINCIAL HOSPITAL SYSTEM-ANTIPOLO ANNEX,"RIZAL PROVINCIAL HOSPITAL SYSTEM-ANTIPOLO ANNEX, CALABARZON, RIZAL, Antipolo City",14.6195413,121.1803432,rphsangonoannex @yahoo.com,Dr. Sonny Barreto,639-5034,Click the compass to find out!,https://www.google.com/maps/dir/?api=141
142,RIZAL PROVINCIAL HOSPITAL SYSTEM-ANTIPOLO ANNEX II,"RIZAL PROVINCIAL HOSPITAL SYSTEM-ANTIPOLO ANNEX II, CALABARZON, RIZAL, Antipolo City",14.5781878,121.1860525,None,Dr. Aline G. Ibasco - Coronado,997-9401,Click the compass to find out!,https://www.google.com/maps/dir/?api=142
143,APACIBLE MEMORIAL DIST. HOSPITAL,"APACIBLE MEMORIAL DIST. HOSPITAL, CALABARZON, BATANGAS",14.051038,120.6472732,apaciblememorial districthospital@y ahoo.com,Dr. Gilma Arcales,O9175346607,Click the compass to find out!,https://www.google.com/maps/dir/?api=143
144,"BATANGAS PROVINCIAL
HOSPITAL (DON JUAN MAYUGA MEMORIAL HOSPITAL)","BATANGAS PROVINCIAL
HOSPITAL (DON JUAN MAYUGA MEMORIAL HOSPITAL), CALABARZON, BATANGAS",13.929402,120.876124,batprohospital@y ahoo.com,Dr. Jose Jesse I. Villanueva,(043) 409-0573,Click the compass to find out!,https://www.google.com/maps/dir/?api=144
145,BAUAN GENERAL HOSPITAL,"BAUAN GENERAL HOSPITAL, CALABARZON, BATANGAS",13.787258,121.009327,bghospital_13@y ahoo.com,Dr. Maria Dolores Bondoc,(043)722-0550,Click the compass to find out!,https://www.google.com/maps/dir/?api=145
146,DON MANUEL LOPEZ MEM. DIST. HOSPITAL,"DON MANUEL LOPEZ MEM. DIST. HOSPITAL, CALABARZON, BATANGAS",13.759985,121.057851,donmanuellopezh ospital@yahoo.co m,Dr. Antonio C. Hernandez,(043)980-0541,Click the compass to find out!,https://www.google.com/maps/dir/?api=146
147,LOBO MUNICIPAL HOSPITAL,"LOBO MUNICIPAL HOSPITAL, CALABARZON, BATANGAS",13.6430826,121.2023287,lobo_municipal_h ospital@yahoo.co m,Dr. Priscilla S. Sulit,O9178864297,Click the compass to find out!,https://www.google.com/maps/dir/?api=147
148,MAHAL NA VIRGEN MARIA STO.ROSARIO DISTRICT HOSPITAL,"MAHAL NA VIRGEN MARIA STO.ROSARIO DISTRICT HOSPITAL, CALABARZON, BATANGAS",13.844015,121.1970991,mvmstorosariodis tricthospital@yah oo.com,Dr. Augustus Caesar P. Apalisok,(043) 706-4137,Click the compass to find out!,https://www.google.com/maps/dir/?api=148
149,MARTIN MARASIGAN DISTRICT HOSPITAL,"MARTIN MARASIGAN DISTRICT HOSPITAL, CALABARZON, BATANGAS",13.9008821,121.0534013,martinmarasigan1 980@yahoo.com,Dr. Ednel M. Adajar,(043) 740-1381,Click the compass to find out!,https://www.google.com/maps/dir/?api=149
150,SAN JOSE DISTRICT HOSPITAL,"SAN JOSE DISTRICT HOSPITAL, CALABARZON, BATANGAS",13.886524,121.104883,sjdhbats_78@yah oo.com,Dr. Reynaldo C. Ozaeta,(043)726-0158,Click the compass to find out!,https://www.google.com/maps/dir/?api=150
151,SAN JUAN DISTRICT HOSPITAL,"SAN JUAN DISTRICT HOSPITAL, CALABARZON, BATANGAS",13.8092647,121.4018851,sanjuandistrictho spital@yahoo.co m,Dr. Danilo Dimaunahan,(043) 575-3756,Click the compass to find out!,https://www.google.com/maps/dir/?api=151
152,BATANGAS MEDICAL CENTER,"BATANGAS MEDICAL CENTER, CALABARZON, BATANGAS, Batangas City",13.7668617,121.0663041,batmedcen@yaho o.com.ph,Dr. Ramoncito C. Magnaye,043-7408303-07,Click the compass to find out!,https://www.google.com/maps/dir/?api=152
153,FERNANDO AIR BASE HOSPITAL,"FERNANDO AIR BASE HOSPITAL, CALABARZON, BATANGAS, Lipa City",13.946857,121.127183,fab_hospital@yah oo.com,LTC. Alekhine C. Tinio,(043)778- 1810/0960,Click the compass to find out!,https://www.google.com/maps/dir/?api=153
154,LIPA CITY DISTRICT HOSPITAL,"LIPA CITY DISTRICT HOSPITAL, CALABARZON, BATANGAS, Lipa City",13.9335545,121.158891,lcdh_chona@yah oo.com.ph,Dr. Luisito Briones,455-3175,Click the compass to find out!,https://www.google.com/maps/dir/?api=154
155,OSPITAL NG LIPA,"OSPITAL NG LIPA, CALABARZON, BATANGAS, Lipa City",13.9572247,121.1623585,ospitalnglipa2013 @gmail.com,Dr. Percival V. Lojo,(043) 702-1805,Click the compass to find out!,https://www.google.com/maps/dir/?api=155
156,LAUREL MEMORIAL DISTRICT HOSPITAL,"LAUREL MEMORIAL DISTRICT HOSPITAL, CALABARZON, BATANGAS, Tanauan City",14.0886952,121.1227699,lmdh36c@yahoo. com,Dr. Venus De Grano,(043)723-3011,Click the compass to find out!,https://www.google.com/maps/dir/?api=156
157,ALABAT ISLAND DISTRICT HOSPITAL,"ALABAT ISLAND DISTRICT HOSPITAL, CALABARZON, QUEZON",14.1018247,122.0146772,trsjr_2@yahoo.co m,Dr. Teodoro Serrano,(042) 302-8028,Click the compass to find out!,https://www.google.com/maps/dir/?api=157
158,BONDOC PENINSULA DISTRICT HOSPITAL,"BONDOC PENINSULA DISTRICT HOSPITAL, CALABARZON, QUEZON",13.591756,122.3251007,bpdhcatanauan@ gmail.com,Dr. Rosaline A. Ojastro,(042) 315-8413,Click the compass to find out!,https://www.google.com/maps/dir/?api=158
159,CLARO M. RECTO MEMORIAL DISTRICT  HOSPITAL,"CLARO M. RECTO MEMORIAL DISTRICT  HOSPITAL, CALABARZON, QUEZON",14.7126683,121.620434,cmrmdh@yahoo.c om,Dr. Corazon A. Delos Reyes,(042) 535-2882,Click the compass to find out!,https://www.google.com/maps/dir/?api=159
160,DOÑA MARTA MEMORIAL DISTRICT HOSPITAL,"DOÑA MARTA MEMORIAL DISTRICT HOSPITAL, CALABARZON, QUEZON",13.9985628,121.9224147,dmmdh_atiomona n.quezon@yahoo. com,Dr. Arnulfo Imperial,(042) 316-5326,Click the compass to find out!,https://www.google.com/maps/dir/?api=160
161,GUINAYANGAN MEDICARE COMMUNITY HOSPITAL,"GUINAYANGAN MEDICARE COMMUNITY HOSPITAL, CALABARZON, QUEZON",13.9250069,122.4268174,gmch_fravergara @yahoo.com.ph,Dr. Florencia A. Vergara,(042) 303-4462,Click the compass to find out!,https://www.google.com/maps/dir/?api=161
162,GUMACA DISTRICT HOSPITAL,"GUMACA DISTRICT HOSPITAL, CALABARZON, QUEZON",13.9332368,122.0895527,gdh_011658@yah oo.com,Dr. Sonny Ching,(042) 317-4818,Click the compass to find out!,https://www.google.com/maps/dir/?api=162
163,MAGSAYSAY MEMORIAL DISTRICT HOSPITAL,"MAGSAYSAY MEMORIAL DISTRICT HOSPITAL, CALABARZON, QUEZON",13.8860043,122.2643369,mmdhlopezquezo n@yahoo.com,Dr. Wilson T. Rivera,(042) 302-6030,Click the compass to find out!,https://www.google.com/maps/dir/?api=163
164,MARIA L. ELEAZAR MEMORIAL DISTRICT HOSPITAL,"MARIA L. ELEAZAR MEMORIAL DISTRICT HOSPITAL, CALABARZON, QUEZON",13.9662296,122.5429621,mledh_tagkawaya nquezon@yahoo. com,Dr. Reynaldo E. Florino,(042) 304-8738,Click the compass to find out!,https://www.google.com/maps/dir/?api=164
165,MAUBAN DISTRICT HOSPITAL,"MAUBAN DISTRICT HOSPITAL, CALABARZON, QUEZON",14.1749586,121.7177697,"maubandistrictho
spital@yahoo.co m",Dr. Edwin Aguirre,(042) 784-0216,Click the compass to find out!,https://www.google.com/maps/dir/?api=165
166,SAN FRANCISCO MUNICIPAL HOSPITAL,"SAN FRANCISCO MUNICIPAL HOSPITAL, CALABARZON, QUEZON",13.3521079,122.5217521,sf_mhospital@ya hoo.com,Dr. Mario L. Lopez,O9196824025,Click the compass to find out!,https://www.google.com/maps/dir/?api=166
167,SAN NARCISO MUNICIPAL HOSPITAL,"SAN NARCISO MUNICIPAL HOSPITAL, CALABARZON, QUEZON",13.5689256,122.5587052,sannarcisomunici palhospital@yaho o.com,Dr. Rosaline A. Ojastro,xxx,Click the compass to find out!,https://www.google.com/maps/dir/?api=167
168,UNISAN MEDICARE COMMUNITY HOSPITAL,"UNISAN MEDICARE COMMUNITY HOSPITAL, CALABARZON, QUEZON",13.843291,121.973189,conglancion@yah oo.com,Jesus Maralit Calayag,(042) 549-8362,Click the compass to find out!,https://www.google.com/maps/dir/?api=168
169,QUEZON MEDICAL CENTER,"QUEZON MEDICAL CENTER, CALABARZON, QUEZON, Lucena City",13.9421847,121.6124675,quezon.medicalce nter@yahoo.com. ph,Dr. Rolando A. Padre,042-7103444,Click the compass to find out!,https://www.google.com/maps/dir/?api=169
170,ORIENTAL MINDORO PROVINCIAL HOSPITAL,"ORIENTAL MINDORO PROVINCIAL HOSPITAL, MIMAROPA, ORIENTAL MINDORO, Calapan City",13.376323,121.1777419,omphpgom@gmai l.com,Dr. Dante A. Nuestro,(043) 288-2661,Click the compass to find out!,https://www.google.com/maps/dir/?api=170
171,Oriental Mindoro Southern District Hospital,"Oriental Mindoro Southern District Hospital, MIMAROPA, ORIENTAL MINDORO",12.5981507,121.4925899,xxx@gmail.com,Dr. Jocel C. Caranzo,xxx,Click the compass to find out!,https://www.google.com/maps/dir/?api=171
172,Oriental Mindoro Central District Hospital,"Oriental Mindoro Central District Hospital, MIMAROPA, ORIENTAL MINDORO",13.0021586,121.4785579,xxx@gmail.com,Dr. Guillermo A. Gonzales,xxx,Click the compass to find out!,https://www.google.com/maps/dir/?api=172
173,OCCIDENTAL MINDORO PROVINCIAL HOSPITAL,"OCCIDENTAL MINDORO PROVINCIAL HOSPITAL, MIMAROPA, OCCIDENTAL MINDORO",13.2306708,120.5860069,omph_mamburao @yahoo.com,Dr. Reynaldo A. Feratero,"(043) 711-1136 /
711-3020",Click the compass to find out!,https://www.google.com/maps/dir/?api=173
174,SAN JOSE DISTRICT HOSPITAL,"SAN JOSE DISTRICT HOSPITAL, MIMAROPA, OCCIDENTAL MINDORO",12.4002456,121.053397,san_josedistrict@ yahoo.com,Dr. Apolonio C. Domingo Jr.,xxx,Click the compass to find out!,https://www.google.com/maps/dir/?api=174
175,SAN SEBASTIAN DISTRICT HOSPITAL,"SAN SEBASTIAN DISTRICT HOSPITAL, MIMAROPA, OCCIDENTAL MINDORO",12.8456375,120.7871515,"sansebastiandistri cthospital@yahoo
.com",Dr. Romualdo M. Salazar,9461235750,Click the compass to find out!,https://www.google.com/maps/dir/?api=175
176,MARINDUQUE PROVINCIAL HOSPITAL (DR. DAMIAN REYES PROVINCIAL HOSPITAL),"MARINDUQUE PROVINCIAL HOSPITAL (DR. DAMIAN REYES PROVINCIAL HOSPITAL), MIMAROPA, MARINDUQUE",13.442639,121.8290693,"damianreyesprov. hosp@yahoo.com
.ph",Dr. Manuel L. Zaratan,(042) 332-2490,Click the compass to find out!,https://www.google.com/maps/dir/?api=176
177,ROMBLON PROVINCIAL HOSPITAL,"ROMBLON PROVINCIAL HOSPITAL, MIMAROPA, ROMBLON",12.3944894,121.9841009,odrph@yahoo.co m,Dr. Benedict G. Anatalio,(042) 567-5151,Click the compass to find out!,https://www.google.com/maps/dir/?api=177
