REGION,PROVINCE,CITY,LOCATION,OWNERSHIP_CLASS,Unnamed: 6,NAME OF HOSPITAL,ABC,MEDICAL_DIRECTOR,CLASS,SERVCE CAPABILI TY,CONTACT,EMAIL,FAX,MOBILE,REMARKS,Actual Hospital Name,Mapping_Address,lat,lng
NORTHERN MINDANAO,LANAO DEL NORTE,,"Austin Heights, Kolambugan, Lanao del Norte",GOVT,Province,KOLAMBUGAN PROVINCIAL HOSPITAL,75,Dr. Demetrio U. Opamen Jr.,General,Level 1,(063)227-5001,"m/gicosf766@yahoo
.com",NaN,NaN,NaN,KOLAMBUGAN PROVINCIAL HOSPITAL,"KOLAMBUGAN PROVINCIAL HOSPITAL, NORTHERN MINDANAO, LANAO DEL NORTE",8.113948299999999,123.9029033
NORTHERN MINDANAO,LANAO DEL NORTE,,"Maranding Annex, Kapatagan, Lanao del Norte",GOVT,Province,KAPATAGAN PROVINCIAL HOSPITAL,100,Dr. Remedios B. Fernandez,General,Level 1,"(063)221-9011 /
(063)227-9522","kapataganprovincialhospital@gmail
.com",NaN,NaN,NaN,KAPATAGAN PROVINCIAL HOSPITAL,"KAPATAGAN PROVINCIAL HOSPITAL, NORTHERN MINDANAO, LANAO DEL NORTE",7.915804499999999,123.7726727
NORTHERN MINDANAO,LANAO DEL NORTE,,"Lower Sagadan, Baroy, Lanao del Norte",GOVT,Province,LANAO DEL NORTE PROVINCIAL HOSPITAL,100,Dr. Shoraynah Ali Tucal,General,Level 1,(063)373-6392,lnph2018@gmail.com,NaN,NaN,NaN,LANAO DEL NORTE PROVINCIAL HOSPITAL,"LANAO DEL NORTE PROVINCIAL HOSPITAL, NORTHERN MINDANAO, LANAO DEL NORTE",8.0329172,123.7877346
NORTHERN MINDANAO,LANAO DEL NORTE,Iligan City,"Iligan City,Lanao del Norte",GOVT,LGU,GREGORIO T. LLUCH MEMORIAL HOSPITAL,119,Dr. Eflieda C. Valdehueza,General,Level 2,"063-
2212536/2216775",gtlmh@ymail.com,"063-
2212536",NaN,NaN,GREGORIO T. LLUCH MEMORIAL HOSPITAL,"GREGORIO T. LLUCH MEMORIAL HOSPITAL, NORTHERN MINDANAO, LANAO DEL NORTE, Iligan City",8.2259824,124.2544897
NORTHERN MINDANAO,CAMIGUIN,,"Lakas, Mambajao, Camiguin",GOVT,Province,CAMIGUIN GENERAL HOSPITAL,100,Dr. Gretchen L. Cabalang-OIC,General,Level 1,"(088)387-0535 /
(088)387-1216",yahoo.com/camgenhospital@gmail.com,"(088)387-
1216",NaN,NaN,CAMIGUIN GENERAL HOSPITAL,"CAMIGUIN GENERAL HOSPITAL, NORTHERN MINDANAO, CAMIGUIN",9.248446,124.721526
NORTHERN MINDANAO,LANAO DEL SUR,Marawi City,"Barangay Datu Saber, 9700 Marawi City, Lanao del Sur",GOVT,DOH-RET,AMAI PAKPAK MEDICAL CENTER,438,Dr. Shalimar S. Rakiin,General,Level 3,"063-8760001/063-
8760093",apmc_marawi@yahoo.com,"091893215
20","09176322086/09399
192523/0917899064
0",NaN,AMAI PAKPAK MEDICAL CENTER,"AMAI PAKPAK MEDICAL CENTER, NORTHERN MINDANAO, LANAO DEL SUR, Marawi City",8.0044554,124.2838236
DAVAO,DAVAO DEL NORTE,,"Quezon St. Maniki Kapalong, Dvo. Norte",GOVT,LGU,DAVAO DEL NORTE HOSPITAL (KAPALONG  ZONE),25,Dr. Jessie T. Belga,General,Level 1,084-371-0468,kapalongdistricthospital@yahoo.com,NaN,NaN,NaN,DAVAO DEL NORTE HOSPITAL (KAPALONG  ZONE),"DAVAO DEL NORTE HOSPITAL (KAPALONG  ZONE), DAVAO, DAVAO DEL NORTE",7.6194971,125.6278353
DAVAO,DAVAO DEL NORTE,,"Brgy. Ising, Carmen, Davao Norte",GOVT,LGU,DAVAO DEL NORTE HOSPITAL- CARMEN,25,Dr. Juri B. Miyake,General,Level 1,084-628-6592,ddnhospcz@yahoo.com,NaN,NaN,NaN,DAVAO DEL NORTE HOSPITAL- CARMEN,"DAVAO DEL NORTE HOSPITAL- CARMEN, DAVAO, DAVAO DEL NORTE",7.074683599999999,125.7091239
DAVAO,DAVAO DEL NORTE,,"Datu Taganiog St., Peñaplata, IGACOS",GOVT,LGU,DAVAO DEL NORTE HOSPITAL- (ISLAND GARDEN CITY OF SAMAL ZONE),50,Dr. Catherine  R. Mancio-Valera,General,Level 1,084-286-0120,"crmvalera@yahoo
.com",NaN,NaN,20-50,DAVAO DEL NORTE HOSPITAL- (ISLAND GARDEN CITY OF SAMAL ZONE),"DAVAO DEL NORTE HOSPITAL- (ISLAND GARDEN CITY OF SAMAL ZONE), DAVAO, DAVAO DEL NORTE",7.074683599999999,125.7091239
DAVAO,DAVAO DEL NORTE,Tagum City,"Apokon, Tagum City, Davao del Norte",GOVT,DOH-RET,DAVAO REGIONAL MEDICAL CENTER,600,Dr. Bryan O. Dalid,General,Level 3,084-2169157,mcc@drmc.doh.gov.ph,NaN,"09952211400/09293
554566/0955980176
1",NaN,DAVAO REGIONAL MEDICAL CENTER,"DAVAO REGIONAL MEDICAL CENTER, DAVAO, DAVAO DEL NORTE, Tagum City",7.421912799999999,125.8280459
DAVAO,DAVAO DEL SUR,Davao City,"J.P. Laurel Avenue, Bajada, Davao City, Davao del sur",GOVT,DOH-RET,SOUTHERN PHILIPPINES MEDICAL CENTER,1200,Dr. Ricardo B. Audan- OIC,General,Level 3,"082-
2272731/2263540",davaomental_hospital@yahoo.com,2217029,NaN,NaN,SOUTHERN PHILIPPINES MEDICAL CENTER,"SOUTHERN PHILIPPINES MEDICAL CENTER, DAVAO, DAVAO DEL SUR, Davao City",7.0983727,125.6198369
DAVAO,DAVAO DEL SUR,Digos City,"Lapu-Lapu St., Digos City, Davao del Sur",GOVT,LGU,DAVAO DEL SUR PROVINCIAL HOSPITAL,100,Dr. Bonifacio K. Vosotros,General,Level 2,082-2376128,"wca.bismanos@yahoo.com/dsph_coh@yahoo.com/wca_bismanos@ya
hoo.com",NaN,NaN,NaN,DAVAO DEL SUR PROVINCIAL HOSPITAL,"DAVAO DEL SUR PROVINCIAL HOSPITAL, DAVAO, DAVAO DEL SUR, Digos City",6.743889599999999,125.3613687
DAVAO,DAVAO OCCIDENTAL,,"National Highway, Malita, Dvo Occidental",GOVT,LGU,MALITA DISTRICT HOSPITAL,18,Dr. Alain O. Kintanar,General,Level 1,NaN,NaN,NaN,NaN,NaN,MALITA DISTRICT HOSPITAL,"MALITA DISTRICT HOSPITAL, DAVAO, DAVAO OCCIDENTAL",6.4117171,125.6018567
DAVAO,DAVAO ORIENTAL,City of Mati,"City of Mati, Davao Oriental",GOVT,LGU,DAVAO ORIENTAL PROVINCIAL MEDICAL CENTER,100,Dr. Reden V. Bersaldo,General,Level 2,087-3884173,dopmcmati1971@gmail.com,NaN,NaN,NaN,DAVAO ORIENTAL PROVINCIAL MEDICAL CENTER,"DAVAO ORIENTAL PROVINCIAL MEDICAL CENTER, DAVAO, DAVAO ORIENTAL, City of Mati",6.944132100000001,126.2430833
DAVAO,DAVAO DE ORO,,"Talisay St., Pob. Maragusan, Davao de Oro",GOVT,LGU,DAVAO DE ORO PROVINCIAL HOSPITAL -MARAGUSAN (formerly COMPOSTELA VALLEY PROVINCIAL HOSPITAL - MARAGUSAN),10,Dr. Neil P. Estoya,General,Level 1,NaN,NaN,NaN,9058689598,Change name,DAVAO DE ORO PROVINCIAL HOSPITAL -MARAGUSAN (formerly COMPOSTELA VALLEY PROVINCIAL HOSPITAL - MARAGUSAN),"DAVAO DE ORO PROVINCIAL HOSPITAL -MARAGUSAN (formerly COMPOSTELA VALLEY PROVINCIAL HOSPITAL - MARAGUSAN), DAVAO, DAVAO DE ORO",7.725765,125.9910671
DAVAO,DAVAO DE ORO,,"Km. 104 Bankerohan Sur, Montevista, Davao de Oro",GOVT,LGU,"HOSPITAL - MONTEVISTA
(formerly COMPOSTELA VALLEY PROVINCIAL HOSPITAL - MONTEVISTA)",25,Dr. Eunice B. Manansala,General,Level 1,NaN,"cvphcvph@yahoo
.com",NaN,NaN,Change name,"HOSPITAL - MONTEVISTA
(formerly COMPOSTELA VALLEY PROVINCIAL HOSPITAL - MONTEVISTA)","HOSPITAL - MONTEVISTA
(formerly COMPOSTELA VALLEY PROVINCIAL HOSPITAL - MONTEVISTA), DAVAO, DAVAO DE ORO",7.725835,125.9910982
DAVAO,DAVAO DE ORO,,"Purok 4, Pob. Laak, Davao del Oro",GOVT,LGU,"DAVAO DE ORO PROVINCIAL
HOSPITAL-LAAK (formerly COMPOSTELA VALLEY PROVINCIAL HOSPITAL - LAAK)",10,Dr. Jose Martin D. Briones,General,Level 1,NaN,peemo_cvphlaak@yahoo.com,NaN,NaN,Change name,"DAVAO DE ORO PROVINCIAL
HOSPITAL-LAAK (formerly COMPOSTELA VALLEY PROVINCIAL HOSPITAL - LAAK)","DAVAO DE ORO PROVINCIAL
HOSPITAL-LAAK (formerly COMPOSTELA VALLEY PROVINCIAL HOSPITAL - LAAK), DAVAO, DAVAO DE ORO",7.725765,125.9910671
DAVAO,DAVAO DE ORO,,"Townsite Pantukan, Davao de Oro",GOVT,LGU,"DAVAO DE ORO PROVINCIAL
HOSPITAL - PANTUKAN (formerly COMPOSTELA VALLEY PROVINCIAL  HOSPITAL - PANTUKAN)",32,Dr. Ma. Grace C. Lim,General,Level 1,084-372-0335,pdhcvph@yahoo.com.ph,NaN,NaN,Change name,"DAVAO DE ORO PROVINCIAL
HOSPITAL - PANTUKAN (formerly COMPOSTELA VALLEY PROVINCIAL  HOSPITAL - PANTUKAN)","DAVAO DE ORO PROVINCIAL
HOSPITAL - PANTUKAN (formerly COMPOSTELA VALLEY PROVINCIAL  HOSPITAL - PANTUKAN), DAVAO, DAVAO DE ORO",7.255221700000001,126.1562026
SOCCSKSARGEN,,Cotabato City,"Sinsuat Avenue, Cotabato City",GOVT,DOH-RET,COTABATO REGIONAL AND MEDICAL CENTER,375,Dr. Helen P. Yambao,General,Level 3,064-4212192,crmc_12@yahoo.com,4212192,NaN,NaN,COTABATO REGIONAL AND MEDICAL CENTER,"COTABATO REGIONAL AND MEDICAL CENTER, SOCCSKSARGEN, , Cotabato City",7.200235900000001,124.2362898
SOCCSKSARGEN,SOUTH COTABATO,,"M. Roxas St., Corner Boston St.,Poblacion, Norala, South Cotabato",GOVT,Municipal,NORALA DISTRICT HOSPITAL,40,"Dr. Mila G. Quinton, MHA",General,Level 1,"083-234-1009 /
083-234-1010",noraladist@gmail.com,NaN,NaN,NaN,NORALA DISTRICT HOSPITAL,"NORALA DISTRICT HOSPITAL, SOCCSKSARGEN, SOUTH COTABATO",6.5224634,124.6612827
SOCCSKSARGEN,SOUTH COTABATO,Koronadal City,"Koronadal City, South Cotabato",GOVT,LGU,SOUTH COTABATO PROVINCIAL HOSPITAL,200,Dr. Conrado M. Brana,General,Level 2,"083-
2288787/2283506",scp69@gmail.com,NaN,NaN,NaN,SOUTH COTABATO PROVINCIAL HOSPITAL,"SOUTH COTABATO PROVINCIAL HOSPITAL, SOCCSKSARGEN, SOUTH COTABATO, Koronadal City",6.4927649,124.8390989
SOCCSKSARGEN,SOUTH COTABATO,General Santos City,"E. Fernandez St., Lagao, Gen. Santos City",GOVT,CITY,DR.GEORGE P. ROYECA HOSPITAL,100,"Dr. Ryan Oscar M. Aplicador, FPCS, FPSGS, FPALES",General,Level 1,(083) 552-4808,gschospital@gmail.com,NaN,NaN,NaN,DR.GEORGE P. ROYECA HOSPITAL,"DR.GEORGE P. ROYECA HOSPITAL, SOCCSKSARGEN, SOUTH COTABATO, General Santos City",6.1257414,125.1856488
SOCCSKSARGEN,SARANGANI,,"Datu Dani St., Kiamba, Sarangani",GOVT,Province,"DR. CORNELIO T. MARTINEZ, SR. MEMORIAL HOSPITAL",50,Dr. Gabriel Fernandez,General,Level 1,(083) 893-4142,kdh_kiamba@yahoo.com,NaN,NaN,NaN,"DR. CORNELIO T. MARTINEZ, SR. MEMORIAL HOSPITAL","DR. CORNELIO T. MARTINEZ, SR. MEMORIAL HOSPITAL, SOCCSKSARGEN, SARANGANI",5.926717500000001,124.994751
SOCCSKSARGEN,SARANGANI,,"Purok Maliwanag, Poblacion, Malungon, Sarangani, Province",GOVT,Province,HOSPITAL - MALUNGON (formerly MALUNGON MUNICIPAL HOSPITAL),25,"Dr. Allen Geoffrey G. Española, MAHA",General,Level 1,"083-826-0379 /
09457148902",malungonmunicipal_hospital@yahoo.com.ph,NaN,NaN,Change name/ Infirmary to Level 1,HOSPITAL - MALUNGON (formerly MALUNGON MUNICIPAL HOSPITAL),"HOSPITAL - MALUNGON (formerly MALUNGON MUNICIPAL HOSPITAL), SOCCSKSARGEN, SARANGANI",6.3763311,125.2732479
SOCCSKSARGEN,SARANGANI,,"D. Cania St., Poblacion, Glan, Sarangani Province",GOVT,Province,"SARANGANI MUNICIPAL
HOSPITAL - GLAN (formerly GLAN MEDICARE COMMUNITY HOSPITAL)",30,"Dr. Eden Rose P. Malanao, MSPH-HA, DM",General,Level 1,"083-8930034 / 56;
083-262-1065","gmch2009@yahoo
.com",NaN,NaN,Change name/ Infirmary to Level 1,"SARANGANI MUNICIPAL
HOSPITAL - GLAN (formerly GLAN MEDICARE COMMUNITY HOSPITAL)","SARANGANI MUNICIPAL
HOSPITAL - GLAN (formerly GLAN MEDICARE COMMUNITY HOSPITAL), SOCCSKSARGEN, SARANGANI",5.760038300000001,125.3466253
SOCCSKSARGEN,NORTH COTABATO,,"Dualing, Aleosan, Cotabato",GOVT,Municipal,ALEOSAN DISTRICT HOSPITAL,25,"Dr. Marie Jane G. Apusaga, MBA-HA",General,Level 1,NaN,aleosandistrict_hospital@yahoo.com.ph,NaN,9219637979,NaN,ALEOSAN DISTRICT HOSPITAL,"ALEOSAN DISTRICT HOSPITAL, SOCCSKSARGEN, NORTH COTABATO",7.1663393,124.5730268
SOCCSKSARGEN,NORTH COTABATO,,"Rosal St., Pob. Carmen, Cotabato",GOVT,Municipal,CARMEN MUNICIPAL HOSPITAL,24,"Dr. Nereo A. Ocsio, MHcA",General,Level 1,NaN,carmenmunicipalhospital@gmail.com,NaN,9063346570,NaN,CARMEN MUNICIPAL HOSPITAL,"CARMEN MUNICIPAL HOSPITAL, SOCCSKSARGEN, NORTH COTABATO",7.203332899999999,124.7989422
SOCCSKSARGEN,NORTH COTABATO,Kidapawan City,"Amas, Kidapawan City, Cotabato",GOVT,Province,COTABATO PROVINCIAL HOSPITAL,50,"Dr. Joel Nelton V. Sungcad, MBA-HA",General,Level 1,(064) 572-5010,cotabato.prov.hospital@gmail.com,NaN,NaN,NaN,COTABATO PROVINCIAL HOSPITAL,"COTABATO PROVINCIAL HOSPITAL, SOCCSKSARGEN, NORTH COTABATO, Kidapawan City",7.010606999999999,125.0911341
SOCCSKSARGEN,NORTH COTABATO,,"Rizal St., Pob. B, Mlang Cotabato",GOVT,Municipal,MLANG DISTRICT HOSP.,18,"Dr. Lilian A. Roldan, MBA-HA",General,Level 1,(064) 572-0177,mlangdistrict@yahoo.com,NaN,NaN,NaN,MLANG DISTRICT HOSP.,"MLANG DISTRICT HOSP., SOCCSKSARGEN, NORTH COTABATO",6.948063299999999,124.8787882
SOCCSKSARGEN,NORTH COTABATO,,"USM Compound, Kabacan, Cotabato",GOVT,School,UNIVERSITY OF SOUTHERN MINDANAO(USM) HOSP.,25,Dr. Deodatu R. Garcia,General,Level 1,064-572-2934,usmhospital1979@yahoo.com,NaN,NaN,70-25,UNIVERSITY OF SOUTHERN MINDANAO(USM) HOSP.,"UNIVERSITY OF SOUTHERN MINDANAO(USM) HOSP., SOCCSKSARGEN, NORTH COTABATO",7.115413999999999,124.83668
SOCCSKSARGEN,NORTH COTABATO,,"Poblacion, Midsayap, North Cotabato",GOVT,Province,DR. AMADO B. DIAZ PROVINCIAL HOSPITAL,50,"Dr. Rosario Isabel P. Pader, MBA-HA, FPCHA",General,Level 1,064-521-4161,dadphf@yahoo.com,NaN,NaN,NaN,DR. AMADO B. DIAZ PROVINCIAL HOSPITAL,"DR. AMADO B. DIAZ PROVINCIAL HOSPITAL, SOCCSKSARGEN, NORTH COTABATO",7.1083349,125.0388164
SOCCSKSARGEN,MAGUINDANAO,"Sultan Kudarat, Maguindano","Brgy. Ungap Pinaring, Sultan Kudarat, Maguindanao",GOVT,DOH-RET,COTABATO SANITARIUM,140,"Dr. Ibrahim V. Pangato, Jr., FPSMSI",General,Level 1,(064) 429-0082,cotsan1936@gmail.com,NaN,NaN,NaN,COTABATO SANITARIUM,"COTABATO SANITARIUM, SOCCSKSARGEN, MAGUINDANAO, Sultan Kudarat, Maguindano",7.235902899999999,124.2691456
SOCCSKSARGEN,SULTAN KUDARAT,,"National Highway, Kalawag III, Isulan, Sultan Kudarat",GOVT,Province,SULTAN KUDARAT PROVINCIAL HOSPITAL,200,"Dr. Isaias S. De Peralta,Jr.",General,Level 2,"064-201-4259 /
064-201-4257",skph12sulkud@yahoo.com,NaN,NaN,NaN,SULTAN KUDARAT PROVINCIAL HOSPITAL,"SULTAN KUDARAT PROVINCIAL HOSPITAL, SOCCSKSARGEN, SULTAN KUDARAT",6.6439775,124.608382
NCR,,Caloocan City,"St. Joseph Avenue (Dr. Uyguanco Street), Tala, Caloocan City",GOVT,DOH Ret.,DR. JOSE N. RODRIGUEZ MEMORIAL HOSPITAL AND SANITARIUM,200,"Dr. Alfonso Victorino H. Famaran, Jr..",General,Level 3,"2942571-73 loc
127",djnrmh2003@yahoo.com,9628209,NaN,"200 + 1,900
sanitarium",DR. JOSE N. RODRIGUEZ MEMORIAL HOSPITAL AND SANITARIUM,"DR. JOSE N. RODRIGUEZ MEMORIAL HOSPITAL AND SANITARIUM, NCR, , Caloocan City",14.7667237,121.0648419
NCR,,Caloocan City,"450 a. Mabini St., Caloocan City",GOVT,LGU,CALOOCAN CITY MEDICAL CENTER,82,Dr. Madelyn Grace N. Ronan,General,Level 1,"310-7925/310-
7922","ccmc2013@yahoo
.com",NaN,NaN,NaN,CALOOCAN CITY MEDICAL CENTER,"CALOOCAN CITY MEDICAL CENTER, NCR, , Caloocan City",14.6483425,120.9735737
NCR,,Las Piñas City,"Bernabe Compound, Pulanglupa, Las Piñas City",GOVT,DOH-RET,LAS PIÑAS GENERAL HOSPITAL & SATELLITE TRAUMA CENTER,200,"Dr. Rodrigo H. Hao, OIC",General,Level 3,"02-
8720509/8730556",NaN,8730557,NaN,upgraded from Level 2 to Level 3,LAS PIÑAS GENERAL HOSPITAL & SATELLITE TRAUMA CENTER,"LAS PIÑAS GENERAL HOSPITAL & SATELLITE TRAUMA CENTER, NCR, , Las Piñas City",14.4716744,120.974103
NCR,,Malabon City,"F. Sevilla Boulevard, Tañong, Malabon City",GOVT,LGU,OSPITAL NG MALABON,34,"Dr. JENNIFER JANE L. AMOLO-LIM, MMHoA",General,Level 1,518-8602 loc 400,ospitalngmalabon@yahoo.com,NaN,NaN,NaN,OSPITAL NG MALABON,"OSPITAL NG MALABON, NCR, , Malabon City",14.6572718,120.950608
NCR,,Malabon City,"O. Reyes St., Rosita Subdivision, Santulan, Malabon City",GOVT,DOH-RET,SAN LORENZO RUIZ WOMEN'S HOSPITAL,10,"Dr. Marilou T. Nery, MPH",General,Level 1,2944853 to 55,slrwh_malabon@yahoo.com,NaN,NaN,NaN,SAN LORENZO RUIZ WOMEN'S HOSPITAL,"SAN LORENZO RUIZ WOMEN'S HOSPITAL, NCR, , Malabon City",14.6941625,120.9563454
NCR,,Manila,"Lope de Vega St., Sta. Cruz, Manila",GOVT,DOH Ret.,DR. JOSE FABELLA MEMORIAL HOSPITAL,700,Dr. Esmeraldo T. Ilem,Specialty,Level 3,7345561-65,"rfloresmcc2@yahoo.com/docmeng
_ph@yahoo.com",NaN,NaN,NaN,DR. JOSE FABELLA MEMORIAL HOSPITAL,"DR. JOSE FABELLA MEMORIAL HOSPITAL, NCR, , Manila",14.6062156,120.9842759
NCR,,Manila,"San Lazaro Compound, Rizal Avenue, Sta. Cruz, Manila",GOVT,DOH Ret.,JOSE R. REYES MEMORIAL MEDICAL CENTER,450,"Dr. Emamanuel F. Montaña, Jr.",General,Level 3,87119491-98,josereyesmedical@yahoo.com/jrrmmc_ccs@yahoo.com.ph,NaN,NaN,NaN,JOSE R. REYES MEMORIAL MEDICAL CENTER,"JOSE R. REYES MEMORIAL MEDICAL CENTER, NCR, , Manila",14.6143273,120.9822566
NCR,,Manila,"Quiricada St., Sta. Cruz, Manila",GOVT,DOH Ret.,SAN LAZARO HOSPITAL,500,Dr. Edmundo B. Lopez,Specialty,Level 3,3099552,NaN,NaN,NaN,NaN,SAN LAZARO HOSPITAL,"SAN LAZARO HOSPITAL, NCR, , Manila",14.6137163,120.9809048
NCR,,Manila,"Honorio Lopez Boulevard., Balut, Tondo, Manila",GOVT,DOH-RET,TONDO MEDICAL CENTER,252,Dr. Maria Isabelita M. Estrella,General,Level 3,"5229244/5221174
/8659000/252866 1",tmcmcc2015@yahoo.com,2528661,NaN,200-252,TONDO MEDICAL CENTER,"TONDO MEDICAL CENTER, NCR, , Manila",14.6348716,120.9630926
NCR,,Manila,"Taft Avenue, Ermita, Manila",GOVT,Univ. of the Phils.,UP-PHILIPPINE GENERAL HOSPITAL,1334,Dr. Gerardo D. Legaspi,General,Level 3,5548450/5548400,pgh_director@yahoo.com/od_uppgh@edu.ph,NaN,NaN,NaN,UP-PHILIPPINE GENERAL HOSPITAL,"UP-PHILIPPINE GENERAL HOSPITAL, NCR, , Manila",14.5771007,120.9857861
NCR,,Manila,"8001 Delpan St., Tondo, Manila",GOVT,LGU,GAT ANDRES BONIFACIO MEMORIAL MEDICAL CENTER,150,"Dr. Teodoro E. Martin, FPPS",General,Level 1,"243-8845 local
2003",gatandresbonifaciommc@ymail.com,NaN,NaN,NaN,GAT ANDRES BONIFACIO MEMORIAL MEDICAL CENTER,"GAT ANDRES BONIFACIO MEMORIAL MEDICAL CENTER, NCR, , Manila",14.6010315,120.9647023
NCR,,Manila,"Jose Abad Santos Avenue, Tondo, Manila",GOVT,LGU,OSPITAL NG TONDO,50,DR. MYRNA LACSON- PALOMA,General,Level 1,"2523942 /
2519402 /
2519406",ospitalngtondo_ont@yahoo.com,NaN,NaN,NaN,OSPITAL NG TONDO,"OSPITAL NG TONDO, NCR, , Manila",14.625964,120.978381
NCR,,Manila,"Numancia St., Binondo, Manila",GOVT,LGU,JUSTICE JOSE ABAD SANTOS GENERAL HOSPITAL,150,Dr. Merle Sacdalan- Faustino,General,Level 1,"3536995 to
97/3537001",justicejasgen.official@yahoo.com,"3536995
fax",NaN,NaN,JUSTICE JOSE ABAD SANTOS GENERAL HOSPITAL,"JUSTICE JOSE ABAD SANTOS GENERAL HOSPITAL, NCR, , Manila",14.597597,120.97194
NCR,,Manila,"New Panaderos St., Sta. Ana, Manila",GOVT,City,STA. ANA HOSPITAL,300,Dr. Grace H. Padilla,General,Level 2,"5166151-53 LOC
207/5166790/851
68435",staanahospital@yahoo.com,NaN,NaN,NaN,STA. ANA HOSPITAL,"STA. ANA HOSPITAL, NCR, , Manila",14.583686,121.0163581
NCR,,Manila,"Pres. Quirino Avenue, cor. Roxas Blvd., Malate, Manila",GOVT,City,OSPITAL NG MAYNILA MEDICAL CENTER,300,Dr. Rachel S. Mariñas,General,Level 3,5246063-69,ommc_a@yahoo.com,NaN,NaN,NaN,OSPITAL NG MAYNILA MEDICAL CENTER,"OSPITAL NG MAYNILA MEDICAL CENTER, NCR, , Manila",14.5640798,120.9863884
NCR,,Manila,"677 Geronimo St., cor. Carola St., Sampaloc, Manila",GOVT,LGU,OSPITAL NG SAMPALOC,50,"DR. Aileen A. Lacsamana, FPPS",General,Level 1,7490217/7490207,ospitalngsampaloc1994@gmail.com,NaN,NaN,NaN,OSPITAL NG SAMPALOC,"OSPITAL NG SAMPALOC, NCR, , Manila",14.607878,120.9967203
NCR,,Mandaluyong City,"#9 De Febrero St., Mandaluyong City",GOVT,DOH Ret.,NATIONAL CENTER FOR MENTAL HEALTH,4200,Dr. Roland L. Cortez,Specialty,Level 3,"5319001-
09/5318682",mcc@ncmh.gov.ph,5318682,NaN,NaN,NATIONAL CENTER FOR MENTAL HEALTH,"NATIONAL CENTER FOR MENTAL HEALTH, NCR, , Mandaluyong City",14.5810127,121.0429164
NCR,,Mandaluyong City,"605 Boni Avenue, Mandaluyong City",GOVT,City,MANDALUYONG CITY MEDICAL CENTER,150,Dr. Zaldy R. Carpeso,General,Level 2,6544363/5322781,mandaluyongcitymedicalcenter@yahoo.com/mcmc.mandaluyong@gmail.com,NaN,NaN,NaN,MANDALUYONG CITY MEDICAL CENTER,"MANDALUYONG CITY MEDICAL CENTER, NCR, , Mandaluyong City",14.5762966,121.0352591
NCR,,Makati City,"Sampaguita St. cor. Gumamela St., Brgy. Pembo, Makati City",GOVT,City,OSPITAL NG MAKATI,300,Dr. Vergel P. Binay,General,Level 3,8826316 loc 410,osmak.qa@gmail.com/osmakqualityassurance@yahoo.com.ph,8826316,NaN,NaN,OSPITAL NG MAKATI,"OSPITAL NG MAKATI, NCR, , Makati City",14.5465028,121.0617574
NCR,,Marikina City,"Sumulong Highway, Brgy. Sto. Niño, Marikina City",GOVT,DOH Ret.,AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,300,Dr. Imelda M. Mateo,General,Level 3,9420245/9415854,"amangrod@yahoo
.com",9420245,NaN,NaN,AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,"AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER, NCR, , Marikina City",14.6358837,121.0982344
NCR,,Muntinlupa City,"Civic Drive, Filinvest Corporate City, Alabang, Muntinlupa City",GOVT,City,OSPITAL NG MUNTINLUPA,206,"Atty. Edwin L. Dimatatac, Md",General,Level 3,7710457 to 63,ospital.ngmuntinlupa@yahoo.com,NaN,NaN,NaN,OSPITAL NG MUNTINLUPA,"OSPITAL NG MUNTINLUPA, NCR, , Muntinlupa City",14.4144967,121.0447001
NCR,,Muntinlupa City,"Filinvest Corporate City, Alabang, Muntinlupa City",GOVT,DOH Ret.,RESEARCH INSTITUTE FOR TROPICAL MEDICINE,50,Dr. Cecilia C. Carlos,Specialty,Level 3,"8072628-
31/8072632",www.ritm.gov.ph,8422245,NaN,NaN,RESEARCH INSTITUTE FOR TROPICAL MEDICINE,"RESEARCH INSTITUTE FOR TROPICAL MEDICINE, NCR, , Muntinlupa City",14.4098693,121.0372225
NCR,,Navotas City,"M. Naval St., Brgy. San Jose, Navotas City",GOVT,LGU,NAVOTAS CITY HOSPITAL,50,"Dr. Christia Padolina, FPOGS",General,Level 1,374-4317,chezcagarcia@gmail.com,NaN,NaN,NaN,NAVOTAS CITY HOSPITAL,"NAVOTAS CITY HOSPITAL, NCR, , Navotas City",14.6604469,120.9463133
NCR,,Parañaque City,"0440 Quirino Ave., La Huerta, Parañaque City",GOVT,LGU,OSPITAL NG PARAÑAQUE,50,Dr. Jefferson R. Pagsisihan,General,Level 1,8254902/8264060,ospitalngparanaque@yahoo.com,NaN,NaN,NaN,OSPITAL NG PARAÑAQUE,"OSPITAL NG PARAÑAQUE, NCR, , Parañaque City",14.5004142,120.9911214
NCR,,Pasay City,"Gozar St., Colonel Jesus Villamor Air Base, Pasay City",GOVT,PAF,AIR FORCE GENERAL HOSPITAL,100,Ltc Nelson V. Posadas,General,Level 2,8535056/8546701,afghopn@yahoo.com,"8535043/53
86701 loc
4613",NaN,NaN,AIR FORCE GENERAL HOSPITAL,"AIR FORCE GENERAL HOSPITAL, NCR, , Pasay City",14.516937,121.019969
